fish	/fiʃ/	n.(pl.fish(es))鱼;鱼肉v.捕鱼;钓鱼
prejudice	/'predʒudis/	n.偏见,成见;损害,侵害v.使抱偏见,损害
preliminary	/pri'liminəri/	a.预备的,初步的
premier	/'premjə,pri'miə/	n.首相,总理
premise	/pri'maiz,'premis/	n.前提,房屋连地基v.提论,预述,假定
premium	/'pri:miəm/	n.额外费用,奖金,奖赏,保险费
preparation	/,prepə'reiʃən/	n.准备,预备;制剂,制备品
prepare	/pri'pεə/	v.准备,预备
preposition	/,prepə'ziʃən/	n.介词
prescribe	/pris'kraib/	v.指示,规定;处(方),开(药)
prescription	/pris'kripʃən/	n.药方,处方
presence	/'prezəns/	n.出席,到场,存在,在
present	/'prezənt,pri'zent/	a.出席的,现在的n.现在,礼物v.赠送,提出
presently	/'prezəntli/	ad.一会儿,不久;现在,目前
preserve	/pri'zə:v/	v.保护,维持;保存,保藏
preside	/pri'zaid/	v.(at,over)主持
president	/'prezidənt/	n.总统,校长,会长,主席
press	/pres/	v.压;压榨;紧迫,催促n.报刊,通讯社;压榨机
pressure	/'preʃə/	n.压,压力,压迫,强制,紧迫,困苦,困难
prestige	/pre'sti:ʒ/	n.声望,威望,威信
presumably	/pri'zju:-məbli,pri:-/	ad.推测起来,大概
presume	/pri'zju:m,-'zu:m/	v.假定,假设,认为,揣测,滥用,擅自行动
pretend	/pri'tend,pri:-/	v.假装,假托,借口,(在演戏中)装扮
pretext	/'pri:tekst/	n.借口,托词
pretty	/'priti/	ad.相当,很a.漂亮的,俊俏的,标致的
prevail	/pri'veil,pri:-/	v.(over,against)取胜,占优势;流行,盛行
prevalent	/'prevələnt/	a.流行的,普遍的
prevent	/pri'vent,pri:-/	v.(from)预防,防止,阻止,制止,妨碍
previous	/'pri:vjəs/	a.先前的,以前的
prey	/prei/	n.被掠食者,牺牲者,掠食v.捕食,掠夺,折磨
price	/prais/	n.价格,价钱;代价v.标价
prick	/prik/	n./v.刺伤,刺痛,刺孔
pride	/praid/	n.自豪;自满;引以自豪的东西v.使自豪
priest	/pri:st/	n.教士,神父
primary	/'praiməri/	a.最初的,初级的;首要的,主要的,基本的
prime	/praim/	a.首要的;最好的,第一流的n.青春,全盛期
primitive	/'primitiv/	a.原始的,远古的,早期的;粗糙的,简单的
prince	/prins/	n.王子,亲王
princess	/prin'ses,'prinsis/	n.公主,王妃
principal	/'prinsəpəl/	a.最重要的,主要的n.负责人,校长;资本,本金
principle	/'prinsəpl/	n.原理,原则;主义,信念
print	/print/	n.印刷,印刷品,字体v.印刷,出版;洗印
prior	/'praiə/	a.优先的,在前的;(to)在…之前
priority	/prai'ɔrəti/	n.先,前;优先,重点,优先权
prison	/'prizən/	n.监狱
prisoner	/'prizənə/	n.囚犯
privacy	/'praivəsi,'pri-'prai-/	n.(不受干扰的)独处,自由,隐私;私生活
private	/'praivit/	a.私人的,个人的,秘密的,私下的
privilege	/'privilidʒ/	n.特权,优惠,特许v.给予优惠,给予特权
prize	/praiz/	n.奖赏,奖金,奖品v.珍视,珍惜
probability	/,prɔbə'biləti/	n.可能性,或然性,概率
probable	/'prɔbəbl/	a.很可能的,大概的;有希望的,可能的
probe	/prəub/	n.探针,探测器v.(以探针等)探查,穿刺,查究
problem	/'prɔbləm/	n.问题,疑难问题;思考题,讨论题
procedure	/prə'si:dʒə/	n.程序,手续,步骤
proceed	/prəu'si:d/	v.进行,继续下去;发生
proceeding	/prəu'si:diŋ/	n.行动,进行,(pl.)会议录,学报
process	/'prəuses,'prɔ-/	n.过程,进程;工序,制作法;工艺v.加工,处理
procession	/prəu'seʃən/	n.队伍,行列
proclaim	/prəu'kleim/	v.宣告,声明
produce	/prəu'dju:s,'prɔdju:s/	v.生产,制造,显示,演出,导致n.产品
product	/'prɔdəkt,-ʌkt/	n.产品,产物;乘积
production	/prəu'dʌkʃən/	n.生产,产品,作品,(研究)成果,总产量
productive	/prəu'dʌktiv/	a.生产(性)的,能产的,多产的
productivity	/,prɔdʌk'tivəti,,prəu-/	n.生产率
profession	/prəu'feʃən/	n.职业,专业,表白,宣布
professional	/prəu'feʃənəl/	a.职业的,专门的n.自由职业者,专业人员
professor	/prəu'fesə/	n.教授
proficiency	/prəu'fiʃənsi/	n.(in)熟练,精通
profile	/'prəufail/	n.侧面(像);轮廓,外形;人物简介
profit	/'prɔfit/	n.利润,收益v.(by,from)得利,获益;有利于
profitable	/'prɔfitəbl/	a.有利可图的,有益的
profound	/prəu'faund/	a.深刻的,意义深远的;渊博的,造诣深的
programme	/'prəuɡræm,-ɡrəm/	n.(program)节目,计划,规划,程序v.编程序
progress	/'prəuɡres,prəu'ɡres/	v./n.进步,进展;前进
progressive	/prəu'ɡresiv/	a.进步的,先进的;前进的
prohibit	/prəu'hibit/	v.禁止,不准;阻止
project	/'prɔdʒekt,prə'dʒekt/	n.方案,工程,项目v.投射,放映;设计,规划
projector	/prəu'dʒektə/	n.放映机,幻灯机,投影仪
prolong	/prə'lɔŋ,'lɔ:ŋ/	v.拉长,延长,拖延
prominent	/'prɔminənt/	a.突起的,凸出的;突出的,杰出的
promise	/'prɔmis/	v.允许,答应;有…可能n.承诺;希望,出息
promising	/'prɔmisiŋ/	a.有希望的,有前途的
promote	/prəu'məut/	v.促进,发扬;提升,提拔;增进,助长
prompt	/prɔmpt/	a.敏捷的,迅速的,即刻的v.激起,促进,推动
prone	/prəun/	a.倾向于,俯伏的,倾斜的,陡的
pronoun	/'prəunaun/	n.代词
pronounce	/prəu'nauns/	v.发…的音;宣布,宣判
pronunciation	/prəu,nʌnsi'eiʃən/	n.发音,发音方法
proof	/pru:f/	n.证据,证明;校样,样张
propaganda	/,prɔpə'ɡændə/	n.宣传(机构);/天主教/传道总会
propel	/prəu'pel/	vt.推进,推动;激励,驱使
proper	/'prɔpə/	a.适合的;合乎体统的;固有的;有礼貌的
property	/'prɔpəti/	n.财产,资产,地产,房地产,所有物;性质,特性
prophet	/'prɔfit/	n.预言家;先知;提倡者
proportion	/prəu'pɔ:ʃən/	n.比例;部分;均衡,相称
proposal	/prəu'pəuzəl/	n.提议,建议;求婚
propose	/prəu'pəuz/	v.提议,建议;提名,推荐;求婚
proposition	/,prɔpə'ziʃən/	n.主张,建议;陈述,命题
prose	/prəuz/	n.散文a.散文的
prosecute	/'prɔsikju:t/	vt.实行,从事v.起诉,告发vi.作检察官
prospect	/'prɔspekt/	n.景色;前景,前途,展望
prospective	/prəu'spektiv/	a.预期的
prosper	/'prɔspə/	v.成功,兴隆,昌盛,使成功,使昌隆,繁荣
prosperity	/prɔs'periti/	n.繁荣,兴旺
prosperous	/'prɔspərəs/	a.繁荣的,兴旺的,茂盛的,顺利的
protect	/prəu'tekt/	v.(from)保护,保卫
protein	/'prəuti:n,-ti:in/	n.蛋白质
protest	/prəu'test,'prəu-/	v./n.主张,断言,抗议,反对
prototype	/'prəutətaip/	n.原型;典型,范例
proud	/praud/	a.(of)自豪的;引以自豪的;妄自尊大的
prove	/pru:v/	v.证明,证实;检验;考验;鉴定;结果是,表明是
provide	/prəu'vaid/	v.供应,供给,准备,预防,规定
provided	/prəˈvaɪdɪd/	conj.倘若,只要,假如
province	/'prɔvins/	n.省;领域,范围,本分
provision	/prəu'viʒən/	n.供应,(一批)供应品;预备;条款;(pl.)给养
provoke	/prəu'vəuk/	v.挑动;激发;招惹
prudent	/'pru:dənt/	a.谨慎的,智慧的,稳健的,节俭的
psychiatry	/psai'kaiətri,psi-/	n.精神病学,精神病疗法
psychology	/psai'kɔlədʒi/	n.心理,心理学,心理状态
pub	/pʌb/	n.(英国)小酒店;小旅馆
public	/'pʌblik/	a.公共的,公用的;公开的,公然的n.公众,民众
publication	/,pʌbli'keiʃən/	n.出版物;出版,发行;公布,发表
publicity	/pʌb'lisiti/	n.公开,宣传,广告,推销
publish	/'pʌbliʃ/	v.出版,刊印;公布,发布
puff	/pʌf/	n.一阵,一股(气味等);喘息;吹嘘v.喘息,鼓吹
pull	/pul/	v.拉,拖n.拉,拖;拉力,牵引力
pulse	/pʌls/	n.脉搏,脉冲
pump	/pʌmp/	n.泵v.用(泵)抽(水);打气,泵送
punch	/pʌntʃ/	n.冲压机,冲床;穿孔机v.冲压,穿孔
punctual	/'pʌŋktjuəl,-tʃuəl/	a.严守时刻的,准时的,正点的
punish	/'pʌniʃ/	v.惩罚,处罚
pupil	/'pjupəl/	n.学生,小学生;瞳孔
puppet	/'pʌpit/	n.木偶,傀儡
purchase	/'pə:tʃəs/	v.买,购买n.购买的物品
pure	/pjuə/	a.纯的,纯洁的;纯理论的,抽象的;完全的
purify	/'pjuərifai/	v.使纯净,提纯
purple	/'pə:pl/	a.紫的n.紫色
purpose	/'pə:pəs/	n.目的,意图;用途,效果
purse	/pə:s/	n.钱包
pursue	/pə'sju:,-'su:/	v.追赶,追踪;继续,从事
pursuit	/pə'sju:t/	n.追赶,追求;职业,工作
push	/puʃ/	v.推;催逼,逼迫n.推,推力;促进,推进
put	/put/	vt.放,搁,置;表达;使处于...状态,记下
puzzle	/'pʌzl/	n.难题,谜,迷惑v.(使)迷惑,(使)为难
pyramid	/'pirəmid/	n.金字塔
qualification	/,kwɔlifi'keiʃən/	n.资格,合格;限定,条件;合格证
qualify	/'kwɔlifai/	v.(使)具有资格,证明合格;限制,限定;修饰
qualitative	/'kwɔlitətiv,-tei-/	a.性质上的,定性的
quality	/'kwɔləti/	n.质量,品质,特性
quantify	/'kwɔntifai/	v.确定数量
quantitative	/'kwɔntitətiv,-tei-/	a.数量的,定量的
quantity	/'kwɔntəti/	n.量,数量;大量
quarrel	/'kwɔ:rəl/	v.争吵,争论n.争吵,争吵的原因
quart	/kwɔ:t/	n.夸脱
quarter	/'kwɔ:tə/	n.四分之一;季;一刻钟;(pl.)方向;(pl.)住处
quarterly	/'kwɔ:təli/	a.每季的ad.每季一次n.季刊
quartz	/kwɔ:ts/	n.石英
queen	/kwi:n/	n.女王,皇后,王后
queer	/kwiə/	a.奇怪的,古怪的
quench	/kwentʃ/	v.熄灭,扑灭,压制,抑制,止渴
quest	/kwest/	n.探寻,探求;寻求,追求
question	/'kwestʃən/	n.问题;询问v.询问;怀疑,对…表示疑问
questionnaire	/,kwestʃə'nεə,,kes-/	n.调查表,问卷
queue	/kju:/	n.行列,长队v.(up)排队,排队等待
quick	/kwik/	a.快的;灵敏的,伶俐的;敏锐的ad.快,迅速地
quiet	/'kwaiət/	a.安静的,平静的n.安静v.使安静,平静
quilt	/kwilt/	n.被子
quit	/kwit/	v.离开,退出;停止,放弃,辞职
quite	/kwait/	ad.十分,完全;相当,颇;的确,真正
quiver	/'kwivə/	v./n.颤抖,抖动
quiz	/kwiz/	n.小型考试,测验,问答比赛
quota	/'kwəutə/	n.(生产、进出口等的)配额,(移民的)限额
quote	/kwəut,kəut/	v.引用,援引
rabbit	/'ræbit/	n.兔子
race	/reis/	n.赛跑;人种,种族;属,种v.赛跑
racial	/'reiʃəl/	a.种的,种族的
rack	/ræk/	n.挂物架,搁物架v.使痛苦,折磨
racket	/'rækit/	n.球拍
radar	/'reidə/	n.雷达
radiant	/'reidiənt/	a.发光的,辐射的,容光焕发的
radiate	/'reidieit/	v.放射,辐射;散布,传播
radical	/'rædikəl/	a.基本的,重要的;激进的,极端的;根本的
radio	/'reidiəu/	n.收音机;无线电报,无线电话v.无线电通讯
radioactive	/,reidiəu'æktiv/	a.放射性,放射引起的
radius	/'reidiəs/	n.半径,半径范围,有效航程,范围,界限
rag	/ræɡ/	n.抹布,破布,碎布
rage	/reidʒ/	n.愤怒
raid	/reid/	n/v..袭击,搜查
rail	/reil/	n.栏杆,围栏;(pl.)铁路;铁轨;横杆,栏杆
railroad	/'reilrəud/	n.(railway)铁路v.由铁道运输
rain	/rein/	n.雨;雨天;下雨vi.下雨vt.使大量落下
rainbow	/'reinbəu/	n.虹
raise	/reiz/	v.举起,提升;增加;饲养;引起;竖起;提出
rake	/reik/	n.耙子,耙机v.耙;搜索,探索
rally	/'ræli/	v.重整,恢复,振作n.聚集,集会,拉力赛
random	/'rændəm/	a.随机的,随意的n.随机,随意
range	/reindʒ/	n.范围,领域;排列,连续;(山)脉v.排列成行
rank	/ræŋk/	n.军衔,社会阶层;排v.分等级,把…分类
rap	/ræp/	n.叩击,轻拍,斥责v.敲,拍,打,斥责,使着迷
rape	/reip/	n./vt.掠夺,蹂躏,强奸
rapid	/'ræpid/	a.快,急速的n.(pl.)急流,湍滩
rare	/rεə/	a.稀有的,难得的,珍奇的;稀薄的,稀疏的
rarely	/'rεəli/	ad.很少,难得,非常地
rash	/ræʃ/	a.轻率的,鲁莽的n.皮疹
rat	/ræt/	n.鼠
rate	/reit/	n.速率;等级;价格,费用v.估价;评级,评价
rather	/'rɑ:ðə,'ræ-/	ad.相当,有一点儿;宁愿,宁可
ratio	/'reiʃiəu,-ʃəu/	n.比,比率
rational	/'ræʃənəl/	a.理性的,合理的
raw	/rɔ:/	a.未煮过的,生的;未加工过的,未经训练的
ray	/rei/	n.光线,射线
razor	/'reizə/	n.剃刀
reach	/ri:tʃ/	v.抵达;(out)伸手,够到n.能达到的范围
react	/ri'ækt,ri:-/	v.反应,起作用;(against)反对,起反作用
read	/ri:d/	v.朗读;阅读vt.辨认,观察vi.读到,获悉
reader	/'ri:də/	n.读者;读本,读物;(英国的)大学讲师
readily	/'redili/	ad.容易地;乐意地,欣然地
reading	/'ri:diŋ/	n.读书,读物,(仪表等的)读数,阅读
ready	/'redi/	a.(for)准备好的,现成的;甘心的
real	/'riəl,ri:l/	a.真的,真实的;实际的,现实的
realise	/'riəlaiz,'ri:-/	v.(realize)认识到,体会到;实现
realistic	/,riə'listik,,ri:-/	a.现实(主义)的
reality	/ri'æləti,ri:-/	n.现实,实际;真实
really	/'riəli,'ri:li/	ad.确实,实在,真正地,果然
realm	/relm/	n.王国,国土;领域
reap	/ri:p/	v.收割,收获
rear	/riə/	n.后面,背后,后方v.饲养,抚养,栽培,举起
reason	/'ri:zən/	n.原因,理性,理智v.推理,说服,辩论,讨论
reasonable	/'ri:zənəbl/	a.合理的,有道理的;通情达理的;适度的
reassure	/,ri:ə'ʃuə/	v.使安心,使放心;使消除疑虑
rebel	/'rebəl,ri'bel/	v.反抗,反叛,起义n.叛逆者,起义者
rebellion	/ri'beljən/	n.叛乱,反抗,起义
recall	/ri'kɔ:l,'ri:kɔ:l/	v.回忆,回想;撤消,收回
recede	/ri'si:d/	v.退回,后退;收回,撤回;跌落,缩减,贬值
receipt	/ri'si:t/	n.收据,收条;收到,接到
receive	/ri'si:v/	v.收到,接到;遭受,受到;接待,接见
recent	/'ri:sənt/	a.新近的,近来的
reception	/ri'sepʃən/	n.接待,招待会;接收,接受,接收效果
recipe	/'resipi/	n.烹饪法,食谱;诀窍,方法
recipient	/ri'sipiənt/	a.接受的,感受性强的n.接受者,感受者,容器
reciprocal	/ri'siprəkəl/	a.相互的,往复的,互利的
recite	/ri'sait/	v.背诵,朗诵
reckless	/'reklis/	a.不注意的,大意的,卤莽的,不顾后果的
reckon	/'rekən/	v.计算,总计,估计,猜想,依赖
reclaim	/ri'kleim/	v.要求归还,收回;开垦
recognition	/,rekəg'niʃən/	n.认出,辨认;承认
recognize	/'rekəɡnaiz/	v.(recognise)认出,承认,公认,赏识,表扬
recollect	/,rekə'lekt/	v.回忆,想起,记起,忆起,记得
recommend	/,rekə'mend/	v.推荐,介绍;劝告,建议
reconcile	/'rekənsail/	v.使和好,调解,使调和;(to,with)使一致
record	/ri'kɔ:d,'rekɔ:d/	n.记录;最高记录;履历;唱片v.记录;录音
recorder	/ri'kɔ:də/	n.记录员;录音机
recover	/ri'kʌvə/	v.收回;(from)恢复,痊愈;重新获得
recovery	/ri'kʌvəri/	n.痊愈,复元;重获,恢复
recreation	/,rekri'eiʃən,-kri:-/	n.娱乐,消遣
recruit	/ri'kru:t/	v.征募(新兵),吸收;补充n.新成员,新兵
rectangle	/'rek,tæŋɡl/	n./数/矩形,长方形
